変数情報
変数	位置	ラベル
MQ71_1G	1310	w14問71(1)G_最後に通った学校・習い事資格取得
MQ71_1H	1311	w14問71(1)H_最後に通った学校・趣味
MQ71_1I	1312	w14問71(1)I_最後に通った学校・就職活動
MQ71_2	1313	w14問71(2)_最後に通った学校・授業への出席
MQ71_3	1314	w14問71(3)_最後に通った学校・優の割合
MQ71_4_A_1	1315	w14問71(4)A_高校時―貸与の奨学金
MQ71_4_A_2	1316	w14問71(4)A_高校時―給付の奨学金
MQ71_4_A_3	1317	w14問71(4)A_高校時―学費の減免
MQ71_4_A_4	1318	w14問71(4)A_高校時―受けていない
MQ71_4_A_5	1319	w14問71(4)A_高校には通っていない
MQ71_4_B_1	1320	w14問71(4)B_短大・高専時―貸与の奨学金
MQ71_4_B_2	1321	w14問71(4)B_短大・高専時―給付の奨学金
MQ71_4_B_3	1322	w14問71(4)B_短大・高専時―学費の減免
MQ71_4_B_4	1323	w14問71(4)B_短大・高専時―受けていない
MQ71_4_B_5	1324	w14問71(4)B_短大・高専には通っていない
MQ71_4_C_1	1325	w14問71(4)C_専門学校時―貸与の奨学金
MQ71_4_C_2	1326	w14問71(4)C_専門学校時―給付の奨学金
MQ71_4_C_3	1327	w14問71(4)C_専門学校時―学費の減免
MQ71_4_C_4	1328	w14問71(4)C_専門学校時―受けていない
MQ71_4_C_5	1329	w14問71(4)C_専門学校には通っていない
MQ71_4_D_1	1330	w14問71(4)D_大学時―貸与の奨学金
MQ71_4_D_2	1331	w14問71(4)D_大学時―給付の奨学金
MQ71_4_D_3	1332	w14問71(4)D_大学時―学費の減免
MQ71_4_D_4	1333	w14問71(4)D_大学時―受けていない
MQ71_4_D_5	1334	w14問71(4)D_大学には通っていない
MQ71_4_E_1	1335	w14問71(4)E_大学院時―貸与の奨学金
MQ71_4_E_2	1336	w14問71(4)E_大学院時―給付の奨学金
MQ71_4_E_3	1337	w14問71(4)E_大学院時―学費の減免
MQ71_4_E_4	1338	w14問71(4)E_大学院時―受けていない
MQ71_4_E_5	1339	w14問71(4)E_大学院には通っていない
MQ72_1	1340	w14問72(1)_初職・移行
MQ72_2_A	1341	w14問72(2)-1_初職・入職経路―インタ－ネットや資料請求ハガキ
MQ72_2_B	1342	w14問72(2)-2_初職・入職経路―就職情報サイト（マイナビやリクナビなど）
MQ72_2_C	1343	w14問72(2)-3_初職・入職経路―学校の先輩・リクルーター
MQ72_2_D	1344	w14問72(2)-4_初職・入職経路―進路指導室や就職部
MQ72_2_E	1345	w14問72(2)-5_初職・入職経路―学校の先生
MQ72_2_F	1346	w14問72(2)-6_初職・入職経路―家族や親族
MQ72_2_G	1347	w14問72(2)-7_初職・入職経路―求人広告や雑誌
MQ72_2_H	1348	w14問72(2)-8_初職・入職経路―友人・知人
MQ72_2_I	1349	w14問72(2)-9_初職・入職経路―新卒向けエージェント会社
MQ72_2_J	1350	w14問72(2)-10_初職・入職経路―ハローワーク（職業安定所）
MQ72_2_K	1351	w14問72(2)-11_初職・入職経路―その他
MQ72_3	1352	w14問72(3)_初職・希望との一致
MQ72_4	1353	w14問72(4)_初職・仕事への満足
MQ73	1354	w14問73_離家の経験
MQ73_1	1355	w14問73付問1_離家年齢
MQ73_2	1356	w14問73付問2_離家のきっかけ
MQ74_A	1357	w14問74-1_10年後の働き方―正社員・正職員として働いていたい
MQ74_B	1358	w14問74-2_10年後の働き方―自分で事業をおこしていたい
MQ74_C	1359	w14問74-3_10年後の働き方―親の家業を継いでいたい
MQ74_D	1360	w14問74-4_10年後の働き方―独立して一人で仕事をしていたい
MQ74_E	1361	w14問74-5_10年後の働き方―アルバイトやパートで働いていたい
MQ74_F	1362	w14問74-6_10年後の働き方―専業主婦・主夫でいたい
MQ74_G	1363	w14問74-7_10年後の働き方―働かないでいたい
MQ74_H	1364	w14問74-8_10年後の働き方―その他
MQ74_I	1365	w14問74-9_10年後の働き方―わからない
MQ75A	1366	w14問75A_日常的に接触がある人の数―直接会ってあいさつや会話をする人
MQ75B	1367	w14問75B_日常的に接触がある人の数―電話・携帯により会話をする人
MQ75C	1368	w14問75C_日常的に接触がある人の数―携帯・パソコン等によりメールをする人
MQ76	1369	w14問76_過去1年間に家族が必要とする食料が買えないことがあったか

変数値
値		ラベル
sex	1	male
	2	female
LQSURVEY	13	あり
LQBLOCK	1	北海道
	2	東北
	3	関東
	4	北陸
	5	東山
	6	東海
	7	近畿
	8	中国
	9	四国
	10	九州
	99	その他
LQSIZE	1	16大市
	2	20万以上市
	3	その他市
	4	町村
	9	不明
LQ02	1	している
	2	していない
	9	無回答
LQ02_1	1	通学している
	2	家事をしている
	3	その他
	8	非該当
	9	無回答
LQ02_2	1	思っていて、仕事さがしや開業準備をしている
	2	思っているが、仕事さがしや開業準備はしていない
	3	思っていない
	8	非該当
	9	無回答
LQ02_3	1	一度も仕事に就いたことがない
	2	仕事に就いたことがある
	8	非該当
	9	無回答
LQ03_1	1	経営者、役員
	2	正社員・正職員
	3	パート・アルバイト・契約・臨時・嘱託
	4	派遣社員
	5	請負社員
	6	自営業主、自由業者
	7	家族従業者
	8	内職
	9	その他
	10	無職(学生は除く)
	11	学生(働いていない)
	12	学生(現在非正規で働いている)
	88	非該当
	99	無回答
LQ03_2	1	専門職・技術職
	2	管理職
	3	事務職
	4	販売職
	5	サービス職
	6	生産現場職・技能職
	7	運輸・保安職
	8	その他
	88	非該当
	99	無回答
lq03_2c	501	自然科学系研究者
	502	人文科学系研究者
	503	機械・電気・化学技術者
	504	建築・土木技術者
	505	農林技術者
	506	情報処理技術者
	507	その他の技師・技術者
	508	医師
	509	歯科医師
	510	薬剤師
	511	助産婦
	512	保健婦
	513	栄養士
	514	看護婦、看護士
	515	あん摩・はり・きゅう師、柔道整復師
	516	その他の保健医療従事者
	517	裁判官、検察官、弁護士
	518	その他の法務従事者
	519	公認会計士、税理士
	520	幼稚園教員
	521	小学校教員
	522	中学校教員
	523	高等学校教員
	524	大学教員
	525	盲・ろう・養護学校教員
	526	その他の教員
	527	宗教家
	528	文芸家、著述家
	529	記者、編集者
	530	彫刻家、画家、工芸美術家
	531	デザイナー
	532	写真家、カメラマン
	533	音楽家（個人に教授するものを除く）
	534	俳優、舞踊家、演芸家（個人に教授するものを除く）
	535	職業スポーツ家（個人に教授するものを除く）
	536	獣医師
	537	保母、保父
	538	社会福祉事業専門職員
	539	個人教師
	540	不動産鑑定士
	541	経営コンサルタント
	542	アナウンサー（ラジオ・テレビ）
	543	図書館司書
	544	その他の専門的・技術的職業従事者
	545	管理的公務員
	546	国会議員
	547	地方議員
	548	会社役員
	549	その他の法人・団体の役員
	550	会社・団体等の管理職員
	551	駅長、区長
	552	郵便局長、電報・電話局長
	553	その他の管理的職業従事者
	554	総務・企画事務員
	555	受付・案内事務員
	556	出荷・受荷事務員
	557	営業・販売事務員
	558	その他の一般事務員
	559	会計事務員
	560	郵便・通信事務員
	561	集金人
	562	その他の外勤事務従事者
	563	運輸事務員
	564	速記者、タイピスト、キーパンチャー
	565	電子計算機等操作員
	566	小売店主
	567	卸売店主
	568	飲食店主
	569	販売店員
	570	行商人、呼売人、露天商人
	571	再生資源卸売人・回収人
	572	商品仲立人
	573	外交員（保険、不動産を除く）
	574	保険代理人・外交員
	575	不動産仲買人・売買人
	576	質屋店主・店員
	577	その他の販売類似職業従事者
	578	女中、家政婦、家事サービス職業従事者
	579	理容師、美容師
	580	クリーニング職、洗張職
	581	料理人
	582	バーテンダー
	583	給仕係
	584	スチュワーデス、スチュワード
	585	接客社交係
	586	娯楽場等の接客員
	587	旅行・観光案内人
	588	その他の個人サービス職業従事者
	589	旅館主人・番頭、ホテル支配人
	590	下宿・アパートの管理人、舎監、寮母
	591	ファッションモデル
	592	その他のサービス職業従事者
	593	自衛官
	594	警察官、海上保安官、鉄道公安員
	595	消防員
	596	看守、守衛、監視員
	597	その他の保安職業従事者
	598	旧職業軍人
	599	農耕・養蚕作業者
	600	植木職、造園師
	601	畜産作業者
	602	林業作業者
	603	その他の農林業作業者
	604	漁業作業者
	605	漁船の船長・航海士・機関長・機関士
	606	電車・機関車運転士
	607	自動車運転者
	608	船長・航海士（漁船を除く）、水先人
	609	船舶機関長・機関士（漁船を除く）
	610	航空機操縦士、航空士、航空機関士
	611	車掌
	612	鉄道員
	613	船員
	614	その他の運輸従事者
	615	無線通信士、無線技術士
	616	有線通信士
	617	電話交換手
	618	郵便・電報外務員
	619	その他の通信従事者
	620	採鉱員、採炭員
	621	石切出作業者
	622	その他の採掘作業者
	623	陶磁器工、絵付作業者
	624	石工
	625	ガラス・セメント製品製造作業者
	626	その他の窯業・土石製品製造作業者
	627	製銑工、製鋼工、精錬工
	628	鋳物工、鍛造工、金属材料製造作業者
	629	化学製品製造作業者
	630	金属工作機械工、めっき工、金属加工作業者
	631	鉄工、板金工
	632	金属溶接工
	633	一般機械組立工・修理工
	634	電気機械器具組立工・修理工
	635	自動車組立工・整備工
	636	鉄道車両組立工・修理工
	637	船舶ぎ装工（他に分類されない）
	638	航空機組立工・整備工
	639	自転車組立工・修理工
	640	その他の輸送機械組立・修理作業者
	641	時計組立工・修理工
	642	光学機械・精密機械器具組立工・修理工
	643	精穀工、製粉工
	644	パン・菓子・めん類・豆腐製造工
	645	味噌・醤油・缶詰食品・乳製品製造工、飲食料品製造作業者
	646	たばこ製造工
	647	酒類製造工
	648	製糸作業者
	649	織布工、紡織作業者
	650	漂白工、染色工
	651	洋服・和服仕立職
	652	縫製工、裁断工
	653	製材工、木工
	654	指物職、家具職、建具職
	655	船大工
	656	おけ職、木・竹・草・つる製品製造作業者
	657	製紙工、紙器製造工、パルプ・紙・紙製品製造作業者
	658	印刷・製本作業者
	659	ゴム・プラスチック製品製造作業者
	660	くつ製造工・修理工、かわ・かわ製品製造作業者
	661	塗装工、画工、看板工
	662	漆塗師、まき絵師
	663	表具師、内張工
	664	和がさ・ちょうちん・うちわ職
	665	貴金属・宝石・甲・角等細工工
	666	印判師
	667	洋傘組立工
	668	かばん・袋物製造工
	669	がん具製造工
	670	製図工、現図工
	671	映写技士
	672	その他の技能工・生産工程作業者
	673	汽かん士、汽かん火夫
	674	起重機・建設機械運転作業者
	675	その他の定置機関運転作業者
	676	発電員、変電員
	677	電気工事・電話工事作業者
	678	土木・建築請負師
	679	左官、とび職
	680	れんが積工、配管工
	681	畳職
	682	土工、道路工夫
	683	鉄道線路工夫
	684	現場監督、その他の建設作業者
	685	倉庫夫、仲仕
	686	運搬労務者
	687	清掃員
	688	その他の労務作業者
	689	分類不能の職業
	690	旧地主
	691	名目上の役員
	701	スーパー等のレジスター係・キャッシャー
	702	大工
	703	教員
	704	製品製造作業者
	705	会社員
	706	宅配便の配達
	707	自営業
	801	介護員、ヘルパー
	802	その他医療・福祉サービス職従事者
	803	雇われている販売店長
	804	雇われている飲食店長
	986	無職
	987	兵役
	988	大学生、短大生
	989	大学院生
	990	その他の生徒・学生
	991	分類不能の生徒・学生
	998	非該当
	999	不明、無回答
lq03_2l	1	専門職・技術職
	2	管理職
	3	事務職
	4	販売職
	5	サービス職
	6	生産現場職・技能職
	7	運輸・保安職
	8	その他
	10	農林
	88	非該当
	99	無回答
LQ03_3	1	役職なし
	2	監督、職長、班長、組長
	3	係長、係長相当職
	4	課長、課長相当職
	5	部長、部長相当職
	6	社長、重役、役員、理事
	7	その他
	8	非該当
	9	無回答
LQ03_41	88	非該当
	99	無回答
LQ03_4M	88	非該当
	99	無回答
LQ03_5A	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_5AS	888888	非該当
	999999	無回答
LQ03_5B	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_5BS	8888888	非該当
	9999999	無回答
LQ03_5C	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_5CS	88888888	非該当
	99999999	無回答
LQ03_5D	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_5DS	888888888	非該当
	999999999	無回答
LQ03_5E	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_5ES	8888888888	非該当
	9999999999	無回答
LQ03_5F	1	選択
	2	非選択
	8	非該当
	9	無回答
lq03_6c	10	農業
	20	林業
	30	漁業
	40	鉱業
	50	建設業
	60	製造業
	70	電気・ガス・熱供給・水道業
	81	運輸業
	82	旅行業
	91	卸売業
	92	小売業
	93	飲食店
	100	金融・保険業
	110	不動産業
	121	新聞・放送・出版業，映画制作業
	122	広告業
	131	情報・通信サービス業
	132	郵貯・簡保
	140	医療・福祉サービス業
	150	教育・研究サービス業
	160	法律・会計サービス業
	171	その他のサービス業
	172	学習塾・教養技能・健康
	180	公務
	190	分類不能の産業
	980	無職・兵役・学生・非該当
	990	無回答・不明
LQ03_7	1	1人
	2	2～4人
	3	5～9人
	4	10～29人
	5	30～99人
	6	100～299人
	7	300～999人
	8	1000人以上
	9	官公庁
	10	わからない
	88	非該当
	99	無回答
LQ03_8	1	自宅と働いている場所は同じである
	2	15分程度
	3	30分程度
	4	45分程度
	5	1時間程度
	6	1時間半程度
	7	2時間か、それ以上
	8	非該当
	9	無回答
LQ03_9A	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_9B	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_9C	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_9D	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_9E	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_9F	1	選択
	2	非選択
	8	非該当
	9	無回答
LQ03_10	1	20時間以下
	2	20時間超30時間以下
	3	30時間超35時間以下
	4	35時間超40時間未満
	5	40時間
	6	40時間超
	7	定まっていない(季節により異なるなど)
	8	わからない
	88	非該当
	99	無回答
LQ03_11A	0	月0回（毎週休み）
	1	月1回
	2	月2回（隔週で仕事）
	3	月3回
	4	月4～5回（毎週仕事）
	8	非該当
	9	無回答
LQ03_11B	0	月0回（毎週休み）
	1	月1回
	2	月2回（隔週で仕事）
	3	月3回
	4	月4～5回（毎週仕事）
	8	非該当
	9	無回答
LQ03_12	1	長くしたい
	2	今のままでよい
	3	短くしたい
	8	非該当
	9	無回答
LQ03_13	1	はい
	2	いいえ
	3	わからない
	8	非該当
	9	無回答
LQ03_14	1	職場の労働組合に入っている
	2	職場以外の労働組合に入っている
	3	入っていない
	8	非該当
	9	無回答
LQ03_15	1	当面、仕事（事業）を続けるつもりである
	2	仕事（事業）をやめることを考えている
	3	すぐに仕事（事業）をやめるつもりである
	4	わからない
	8	非該当
	9	無回答
LQ03_16	1	定めはない(定年までの雇用を含む)
